cell,N,model,BS,cand_us,pr_us,speedup,exact
v32_256k_L34,163775,v32,2,10.874,22.094,2.0318,OK
v32_256k_L34,163775,v32,4,11.189,22.2765,1.9909,OK
v32_256k_L34,163775,v32,8,12.4,23.7007,1.9113,OK
v32_256k_L34,163775,v32,16,19.446,24.282799999999998,1.2487,OK
v32_256k_L34,163775,v32,32,21.547,25.8349,1.199,OK
v32_256k_L34,163775,v32,64,26.154,29.754849999999998,1.1377,OK
v32_256k_L34,163775,v32,128,41.827,45.28915,1.0828,OK
v32_256k_L34,163775,v32,256,79.443,82.0758,1.0331,OK
v32_256k_L34,163775,v32,512,145.251,148.78375,1.0243,OK
v32_256k_L34,163775,v32,1024,250.618,265.80940000000004,1.0606,OK
v32_256k_L54,163775,v32,1,10.344,19.6621,1.9008,OK
v32_256k_L54,163775,v32,2,10.527,19.92935,1.8932,OK
v32_256k_L54,163775,v32,4,11.087,20.350150000000003,1.8355,OK
v32_256k_L54,163775,v32,8,12.939,21.844450000000002,1.6883,OK
v32_256k_L54,163775,v32,16,20.344,22.4045,1.1013,OK
v32_256k_L54,163775,v32,32,22.955,23.87975,1.0403,OK
v32_256k_L54,163775,v32,64,27.331,28.812450000000002,1.0542,OK
v32_256k_L54,163775,v32,128,42.796,44.75305,1.0457,OK
v32_256k_L54,163775,v32,256,81.198,79.6614,0.9811,OK
v32_256k_L54,163775,v32,512,148.936,143.9821,0.9667,OK
v32_256k_L54,163775,v32,1024,255.548,257.2125,1.0065,OK
